0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
AC20-0016554,CT,0,0,0,0,10/17/20 19:36,7530 S UNIVERSITY BLVD,,Centennial,CO,80122,10,CT_CT2_22_2210,-104.9599214,39.58024484,,,,,3,,,b21,10/17/20 19:36,,1,2,2,0,,0,,,0,1,11,,11,1,4,1,2,DRY,3,NONE,,,,,,,,,4,2,Y,,,0,6,0,0,E,1,A,1,A,0,0,0,0,,,,,,,,,2,1,3,0,0,N,9,1,1,45,45,0,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,ORIGINAL REPORT,"<p>V2 was traveling n/b in the #3 lane near 7530 S. University Blvd. V1 was in the #2 lane of n/b university driving beside v2. There is an entrance into a gas station at 7530 S. University Blvd. V1 suddenly made a right turn and struck V2 causing a side to side collision. Based on the statements of both involved drivers V1 was intending to turn into the gas station. V1 had extensive damage on his passenger side on both the front and rear doors and most of the damage on V2 was on the front driver side fender with a little on the front corner. The driver of V1 claims that he was in the #3 lane and somehow V2 came up from directly behind him and as he was turning into the parking lot this V2 somehow hit him. The driver of V2 claims that V1 was in the #2 lane and V2 was in the #3 lane and suddenly V1 veered in front of V2 to turn into the gas station. Based on the damage to both vehicles and the area where the accident occurred the only way that the damage could have occurred would be that V1 was in the #2 lane because there is no other way there could have been a side to side impact. The point of impact appeared to be directly in front of 7530 S. University Blvd and both drivers agreed that the crash happened there. The only other way that this damage could have occurred would be if V2 was in the #3 lane and he merged left and struck V1 in the #2 lane. However, the driver of V1 maintained his story of being in the #3 lane and the Driver of V2 never said he attempted to merge left so I have no evidence that this is the case.&nbsp;</p><p></p>"
AC20-0016554,CT,0,0,0,0,10/17/20 19:36,7530 S UNIVERSITY BLVD,,Centennial,CO,80122,10,CT_CT2_22_2210,-104.9599214,39.58024484,,,,,3,,,b21,10/17/20 19:36,,1,2,2,0,,0,,,0,1,11,,11,1,4,1,2,DRY,3,NONE,,,,,,,,,3,2,N,,,0,1,0,0,B,1,A,1,A,0,0,0,0,,,,,,,,,2,1,3,0,0,N,9,1,1,45,45,0,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,ORIGINAL REPORT,"<p>V2 was traveling n/b in the #3 lane near 7530 S. University Blvd. V1 was in the #2 lane of n/b university driving beside v2. There is an entrance into a gas station at 7530 S. University Blvd. V1 suddenly made a right turn and struck V2 causing a side to side collision. Based on the statements of both involved drivers V1 was intending to turn into the gas station. V1 had extensive damage on his passenger side on both the front and rear doors and most of the damage on V2 was on the front driver side fender with a little on the front corner. The driver of V1 claims that he was in the #3 lane and somehow V2 came up from directly behind him and as he was turning into the parking lot this V2 somehow hit him. The driver of V2 claims that V1 was in the #2 lane and V2 was in the #3 lane and suddenly V1 veered in front of V2 to turn into the gas station. Based on the damage to both vehicles and the area where the accident occurred the only way that the damage could have occurred would be that V1 was in the #2 lane because there is no other way there could have been a side to side impact. The point of impact appeared to be directly in front of 7530 S. University Blvd and both drivers agreed that the crash happened there. The only other way that this damage could have occurred would be if V2 was in the #3 lane and he merged left and struck V1 in the #2 lane. However, the driver of V1 maintained his story of being in the #3 lane and the Driver of V2 never said he attempted to merge left so I have no evidence that this is the case.&nbsp;</p><p></p>"
AC20-0016662,AC,0,0,0,0,10/19/20 15:05,E Arapahoe Rd ,S Waco St,Foxfield,CO,80016,10,R289,-104.77786,39.595062,,100,F,W,3,,,B71,10/19/20 15:05,10,1,2,6,0,Y,0,N,0,0,1,7,,7,3,3,1,2,DRY,1,NONE,,,,,,,,,3,1,N,Carless Driving,142,0,1,1,0,B,1,A,1,A,0,2,2,0,,,,,,,,,1,1,1,0,0,Y,5,3,1,45,,17,Careless Driving,,NONE,,,ORIGINAL REPORT,"<p>Veh 2 was heading eastbound in the number 3 lane of EB Arapahoe just West of Waco St and began to accelerate when the light turned green. Veh 1 then Collided into the rear of Veh 2 causing damage. Veh 2 had moderate damage to the rear bumper and exhaust fascia. Veh 1 has severe damage to the front end to include the grille and hood and was also leaking fluid, Veh 1 was towed due to damage&nbsp;</p><p>Veh 1 stated that Veh 2 stopped suddenly and was not able to stop fast enough.&nbsp;</p><p>Veh 2 stated that Veh 1 hit the rear end when she began to accelerate through the intersection.</p><p>Veh 1 and 2 filled out statements and they will be submitted into records.&nbsp;</p><p>A witness filled out a statement and that will also be submitted into records.&nbsp;</p><p>Deputy Walton took pictures of the crash and I will submit those into digital crime scene.&nbsp;</p>"
AC20-0016662,AC,0,0,0,0,10/19/20 15:05,E Arapahoe Rd ,S Waco St,Foxfield,CO,80016,10,R289,-104.77786,39.595062,,100,F,W,3,,,B71,10/19/20 15:05,10,1,2,6,0,Y,0,N,0,0,1,7,,7,3,3,1,2,DRY,1,NONE,,,,,,,,,3,2,N,,,0,1,1,0,B,1,A,1,A,0,0,0,0,,,,,,,,,2,1,1,0,0,N,9,3,1,45,,0,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,ORIGINAL REPORT,"<p>Veh 2 was heading eastbound in the number 3 lane of EB Arapahoe just West of Waco St and began to accelerate when the light turned green. Veh 1 then Collided into the rear of Veh 2 causing damage. Veh 2 had moderate damage to the rear bumper and exhaust fascia. Veh 1 has severe damage to the front end to include the grille and hood and was also leaking fluid, Veh 1 was towed due to damage&nbsp;</p><p>Veh 1 stated that Veh 2 stopped suddenly and was not able to stop fast enough.&nbsp;</p><p>Veh 2 stated that Veh 1 hit the rear end when she began to accelerate through the intersection.</p><p>Veh 1 and 2 filled out statements and they will be submitted into records.&nbsp;</p><p>A witness filled out a statement and that will also be submitted into records.&nbsp;</p><p>Deputy Walton took pictures of the crash and I will submit those into digital crime scene.&nbsp;</p>"
AC20-0016498,CT,0,0,0,0,10/16/20 19:28,S POPLAR CIR & S QUEBEC ST,,Centennial,CO,80112,10,CT_CT3_32_3232,-104.9044548,39.5684501,,,,,3,,,B32,10/16/20 19:28,,1,2,CT3,0,Y,0,,,0,1,6,,6,1,1,1,2,DRY,3,NONE,,,,,,,,,3,1,Y,Taking ROW on Left Turn,,0,1,3,0,B,1,A,1,A,0,0,0,0,,,,,,,,,1,1,2,0,0,N,5,7,5,40,5,3,DRIVER INEXPERIENCE,,,,,ORIGINAL REPORT,"Vehicle 1 was facing West in the left hand turn lane on Poplar at Quebec, vehicle 2 was face east in the lane traveling straight through the intersection in the eastbound lanes at Poplar and Quebec. When the light turned green, Vehicle 1 failed to yield the right of way to vehicle 2, and turned left directly into the path of vehicle 2, causing a low speed collision. The driver of vehicle 1 admitted that she was at fault and had failed to yield the right of way to vehicle 2."
AC20-0016498,CT,0,0,0,0,10/16/20 19:28,S POPLAR CIR & S QUEBEC ST,,Centennial,CO,80112,10,CT_CT3_32_3232,-104.9044548,39.5684501,,,,,3,,,B32,10/16/20 19:28,,1,2,CT3,0,Y,0,,,0,1,6,,6,1,1,1,2,DRY,3,NONE,,,,,,,,,4,1,Y,None,,0,3,0,0,B,1,A,1,A,0,0,0,0,,,,,,,,,1,1,2,0,0,N,5,7,5,40,5,3,DRIVER INEXPERIENCE,,,,,ORIGINAL REPORT,"Vehicle 1 was facing West in the left hand turn lane on Poplar at Quebec, vehicle 2 was face east in the lane traveling straight through the intersection in the eastbound lanes at Poplar and Quebec. When the light turned green, Vehicle 1 failed to yield the right of way to vehicle 2, and turned left directly into the path of vehicle 2, causing a low speed collision. The driver of vehicle 1 admitted that she was at fault and had failed to yield the right of way to vehicle 2."
AC20-0016498,CT,0,0,0,0,10/16/20 19:28,S POPLAR CIR & S QUEBEC ST,,Centennial,CO,80112,10,CT_CT3_32_3232,-104.9044548,39.5684501,,,,,3,,,B32,10/16/20 19:28,,1,2,CT3,0,Y,0,,,0,1,6,,6,1,1,1,2,DRY,3,NONE,,,,,,,,,4,2,N,None,,0,3,1,0,B,1,A,1,A,0,0,0,0,,,,,,,,,2,1,2,0,0,N,9,7,1,40,10,0,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,ORIGINAL REPORT,"Vehicle 1 was facing West in the left hand turn lane on Poplar at Quebec, vehicle 2 was face east in the lane traveling straight through the intersection in the eastbound lanes at Poplar and Quebec. When the light turned green, Vehicle 1 failed to yield the right of way to vehicle 2, and turned left directly into the path of vehicle 2, causing a low speed collision. The driver of vehicle 1 admitted that she was at fault and had failed to yield the right of way to vehicle 2."
AC20-0016498,CT,0,0,0,0,10/16/20 19:28,S POPLAR CIR & S QUEBEC ST,,Centennial,CO,80112,10,CT_CT3_32_3232,-104.9044548,39.5684501,,,,,3,,,B32,10/16/20 19:28,,1,2,CT3,0,Y,0,,,0,1,6,,6,1,1,1,2,DRY,3,NONE,,,,,,,,,3,2,N,None,,0,1,0,0,B,1,A,1,A,0,0,0,0,,,,,,,,,2,1,2,0,0,N,9,7,1,40,10,0,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,ORIGINAL REPORT,"Vehicle 1 was facing West in the left hand turn lane on Poplar at Quebec, vehicle 2 was face east in the lane traveling straight through the intersection in the eastbound lanes at Poplar and Quebec. When the light turned green, Vehicle 1 failed to yield the right of way to vehicle 2, and turned left directly into the path of vehicle 2, causing a low speed collision. The driver of vehicle 1 admitted that she was at fault and had failed to yield the right of way to vehicle 2."
AC20-0016736,CT,0,0,0,0,10/20/20 14:31,E ARAPAHOE RD, S FAIRFAX WAY,Centennial,CO,80121,10,R316,-104.929731,39.595066,,50,F,E,3,,,B21,10/20/20 14:31,,1,2,2,0,Y,0,N,0,0,1,7,,7,3,4,1,2,DRY,1,NONE,,,,,,,,,4,1,N,,,0,3,,,B,1,A,1,A,0,0,0,0,,,,,,,,,1,1,2,0,0,,5,7,1,45,45,17,Careless Driving,,NONE,,,ORIGINAL REPORT,TU2 SLOWED WHILE DRIVING WEST BOUND ON E ARAPAHOE RD WHILE APPROACHING FAIRFAX WAY. TU1 STATED SHE TURNED TO LOOK OVER HER SHOULDER AND RAN INTO THE BACK OF TU2.
AC20-0016736,CT,0,0,0,0,10/20/20 14:31,E ARAPAHOE RD, S FAIRFAX WAY,Centennial,CO,80121,10,R316,-104.929731,39.595066,,50,F,E,3,,,B21,10/20/20 14:31,,1,2,2,0,Y,0,N,0,0,1,7,,7,3,4,1,2,DRY,1,NONE,,,,,,,,,3,1,N,CARELESS DRIVING,141,0,1,0,0,B,1,A,1,A,0,0,0,0,,,,,,,,,1,1,2,0,0,,5,7,1,45,45,17,Careless Driving,,NONE,,,ORIGINAL REPORT,TU2 SLOWED WHILE DRIVING WEST BOUND ON E ARAPAHOE RD WHILE APPROACHING FAIRFAX WAY. TU1 STATED SHE TURNED TO LOOK OVER HER SHOULDER AND RAN INTO THE BACK OF TU2.
AC20-0016736,CT,0,0,0,0,10/20/20 14:31,E ARAPAHOE RD, S FAIRFAX WAY,Centennial,CO,80121,10,R316,-104.929731,39.595066,,50,F,E,3,,,B21,10/20/20 14:31,,1,2,2,0,Y,0,N,0,0,1,7,,7,3,4,1,2,DRY,1,NONE,,,,,,,,,3,2,N,,,0,1,0,0,B,1,A,1,A,0,0,0,0,,,,,,,,,2,1,1,0,0,Y,9,7,2,45,35,0,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,ORIGINAL REPORT,TU2 SLOWED WHILE DRIVING WEST BOUND ON E ARAPAHOE RD WHILE APPROACHING FAIRFAX WAY. TU1 STATED SHE TURNED TO LOOK OVER HER SHOULDER AND RAN INTO THE BACK OF TU2.
AC20-0016755,CT,0,0,0,0,10/20/20 19:33,E DRY CREEK RD,DRY CREEK I25 SB ON RAMP,Centennial,CO,80112,10,R478,-104.8757,39.57859,,,,,3,,,T82,10/20/20 19:33,,1,2,3,0,,0,,,0,1,8,,8,2,1,1,2,DRY,4,NONE,,,,,,,,,3,1,N,,,0,1,0,0,B,1,A,1,A,0,0,0,0,,,,,,,,,1,1,1,0,0,,5,3,1,40,35,0,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,ORIGINAL REPORT,Both drivers claim their signal light was green and there are no witnesses. V1 was eastbound on E. Dry Creek Rd. V2 was exiting southbound I-25 at the E Dry Creek exit making the left turn from the number two turn lane onto eastbound E. Dry Creek Rd. V2 struck V1 in the left side rear door with front left corner of vehicle.&nbsp;
AC20-0016755,CT,0,0,0,0,10/20/20 19:33,E DRY CREEK RD,DRY CREEK I25 SB ON RAMP,Centennial,CO,80112,10,R478,-104.8757,39.57859,,,,,3,,,T82,10/20/20 19:33,,1,2,3,0,,0,,,0,1,8,,8,2,1,1,2,DRY,4,NONE,,,,,,,,,3,2,N,,,0,1,0,0,B,1,A,1,A,0,0,0,0,,,,,,,,,2,1,1,0,0,,5,4,5,40,20,0,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,ORIGINAL REPORT,Both drivers claim their signal light was green and there are no witnesses. V1 was eastbound on E. Dry Creek Rd. V2 was exiting southbound I-25 at the E Dry Creek exit making the left turn from the number two turn lane onto eastbound E. Dry Creek Rd. V2 struck V1 in the left side rear door with front left corner of vehicle.&nbsp;
AC20-0016781,CT,0,0,0,0,10/21/20 9:13,E CHENANGO AVE,S HIMALAYA ST,Centennial,CO,80015,10,R122,-104.754374,39.626548,,,,,3,,,T84,10/21/20 9:13,,1,2,7,0,N,0,N,0,0,1,7,,7,3,3,3,2,DRY,1,NONE,,,,,,,,,3,1,N,FOLLOWING TOO CLOSELY,142,0,1,0,0,B,1,A,1,A,0,0,0,0,,,,,,,,,1,1,1,0,0,N,7,7,4,35,5,13,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,,<p>BOTH TUs W/B CHENANGO AVE TURNING RIGHT ONTO N/B HIMALAYA ST.&nbsp; TU2 MOVED THEN STOPPED AS TRAFFIC WAS APPROACHING.&nbsp; TU1 STATED HE WAS LOOKING LEFT AT THE APPROACHING TRAFFIC AND DIDN'T SEE TU1 AHEAD OF HIM WAS STOPPED.&nbsp; TU1 COLLIDED WITH TU2 IN THE REAR.&nbsp;&nbsp;</p><p>NO INJURIES REPORTED.&nbsp;</p>
AC20-0016781,CT,0,0,0,0,10/21/20 9:13,E CHENANGO AVE,S HIMALAYA ST,Centennial,CO,80015,10,R122,-104.754374,39.626548,,,,,3,,,T84,10/21/20 9:13,,1,2,7,0,N,0,N,0,0,1,7,,7,3,3,3,2,DRY,1,NONE,,,,,,,,,3,2,N,,,0,1,0,0,B,1,A,1,A,0,0,0,0,,,,,,,,,2,1,1,0,1,N,9,7,4,35,0,0,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,,<p>BOTH TUs W/B CHENANGO AVE TURNING RIGHT ONTO N/B HIMALAYA ST.&nbsp; TU2 MOVED THEN STOPPED AS TRAFFIC WAS APPROACHING.&nbsp; TU1 STATED HE WAS LOOKING LEFT AT THE APPROACHING TRAFFIC AND DIDN'T SEE TU1 AHEAD OF HIM WAS STOPPED.&nbsp; TU1 COLLIDED WITH TU2 IN THE REAR.&nbsp;&nbsp;</p><p>NO INJURIES REPORTED.&nbsp;</p>
AC20-0016783,CT,0,0,0,0,10/21/20 10:18,10113 E PEAKVIEW AVE,,Centennial,CO,80112,10,R16,-104.87133,39.597202,,,,,3,,,T84,10/21/20 10:18,,1,2,4,0,N,0,N,0,0,1,8,,8,1,2,1,2,DRY,1,NONE,,,,,,,,,3,1,N,FTY ROW - EXITING DRIVEWAY,379,0,1,0,0,B,1,A,2,B,0,0,0,0,,,,,,,,,1,1,1,0,0,Y,9,1,4,30,5,3,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,,<p>TU2 PULLED OUT FROM HER HOME ONTO E/B PEAKVIEW AVE.&nbsp; TU1 ATTEMPTING TO MAKE RIGHT TURN ONTO E/B PEAKVIEW AVE FROM A PRIVATE DRIVE.&nbsp; TU1 COULDN'T SEE E/B TRAFFIC BECAUSE A SEMI TRUCK WAS PARKED AT THE CURB AND BLOCKED HER VIEW.&nbsp; TU1 PULLED OUT IN FRONT OF TU2 CAUSING A COLLISION.&nbsp; </p><p>NO INJURIES REPORTED.</p>
AC20-0016783,CT,0,0,0,0,10/21/20 10:18,10113 E PEAKVIEW AVE,,Centennial,CO,80112,10,R16,-104.87133,39.597202,,,,,3,,,T84,10/21/20 10:18,,1,2,4,0,N,0,N,0,0,1,8,,8,1,2,1,2,DRY,1,NONE,,,,,,,,,3,2,N,,,0,1,1,0,B,1,A,1,A,0,0,0,0,,,,,,,,,2,1,1,0,0,N,5,3,1,30,30,0,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,,<p>TU2 PULLED OUT FROM HER HOME ONTO E/B PEAKVIEW AVE.&nbsp; TU1 ATTEMPTING TO MAKE RIGHT TURN ONTO E/B PEAKVIEW AVE FROM A PRIVATE DRIVE.&nbsp; TU1 COULDN'T SEE E/B TRAFFIC BECAUSE A SEMI TRUCK WAS PARKED AT THE CURB AND BLOCKED HER VIEW.&nbsp; TU1 PULLED OUT IN FRONT OF TU2 CAUSING A COLLISION.&nbsp; </p><p>NO INJURIES REPORTED.</p>
AC20-0016793,CT,0,0,0,0,10/21/20 13:37,S HIMALAYA ST ,E PROGRESS AVE,Centennial,CO,80015,10,R116,-104.754022,39.621679,,,,,3,,,T84,10/21/20 13:37,,1,2,7,0,N,0,N,0,0,1,8,,8,2,1,1,2,DRY,1,NONE,,,,,,,,,3,1,N,TAKING ROW / LEFT TURN,278,0,1,0,0,B,1,A,2,B,0,0,0,0,,,,,,,,,1,1,1,0,0,Y,7,3,5,35,5,3,AGGRESSIVE DRIVING,,NONE,,,,"TU2 S/B ON HIMALAYA ST APPROACHING UNCONTROLLED INTERSECTION WITH E PROGRESS AVE.&nbsp; TU1 STOPPED AT STOP SIGN ON E PROGRESS AVE WAITING TO TURN LEFT ONTO N/B HIMALAYA ST.&nbsp; TU2 STATED HE WAS FRUSTRATED BECAUSE TOO MUCH TRAFFIC TO TURN LEFT.&nbsp; TU2 APPROACHED AND TU1 THOUGHT HE WAS GOING TO TURN RIGHT ONTO PROGRESS.&nbsp; TU1 PULLED OUT AND COLLIDED WTH TU2, WHO WAS NOT TURNING.&nbsp; BOTH TUs CHECKED BY RESCUE - REFUSED TRANSPORT."
AC20-0016793,CT,0,0,0,0,10/21/20 13:37,S HIMALAYA ST ,E PROGRESS AVE,Centennial,CO,80015,10,R116,-104.754022,39.621679,,,,,3,,,T84,10/21/20 13:37,,1,2,7,0,N,0,N,0,0,1,8,,8,2,1,1,2,DRY,1,NONE,,,,,,,,,3,2,N,,,0,1,1,0,B,1,A,2,B,0,0,0,0,,,,,,,,,2,1,1,0,0,Y,9,5,1,35,35,0,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,,"TU2 S/B ON HIMALAYA ST APPROACHING UNCONTROLLED INTERSECTION WITH E PROGRESS AVE.&nbsp; TU1 STOPPED AT STOP SIGN ON E PROGRESS AVE WAITING TO TURN LEFT ONTO N/B HIMALAYA ST.&nbsp; TU2 STATED HE WAS FRUSTRATED BECAUSE TOO MUCH TRAFFIC TO TURN LEFT.&nbsp; TU2 APPROACHED AND TU1 THOUGHT HE WAS GOING TO TURN RIGHT ONTO PROGRESS.&nbsp; TU1 PULLED OUT AND COLLIDED WTH TU2, WHO WAS NOT TURNING.&nbsp; BOTH TUs CHECKED BY RESCUE - REFUSED TRANSPORT."
AC20-0016786,CT,0,0,0,0,10/21/20 11:22, S Clinton St,E Easter Ave,Centennial,CO,80112,10,R474,-104.878574,39.586429,,,,,3,,,T89,10/21/20 11:22,,1,2,3,0,,0,,,0,1,8,,8,3,1,1,2,DRY,1,NONE,,,,,,,,,3,1,N,Taking Right of Way Left Turn,278,0,1,0,0,B,1,A,1,A,0,0,0,0,,,,,,,,,1,1,1,0,0,,5,6,5,35,,,,,,,,ORIGINAL REPORT,V1 was making a left turn from E Easter Ave onto S/B S Clinton St. V2 Was N/B S Clinton St. V1 stated she did not see the other vehicle and stuck him has he passed by.
AC20-0016786,CT,0,0,0,0,10/21/20 11:22, S Clinton St,E Easter Ave,Centennial,CO,80112,10,R474,-104.878574,39.586429,,,,,3,,,T89,10/21/20 11:22,,1,2,3,0,,0,,,0,1,8,,8,3,1,1,2,DRY,1,NONE,,,,,,,,,3,2,N,,,0,1,0,0,B,1,A,1,A,0,0,0,0,,,,,,,,,2,1,1,0,0,,9,1,1,35,,,,,,,,ORIGINAL REPORT,V1 was making a left turn from E Easter Ave onto S/B S Clinton St. V2 Was N/B S Clinton St. V1 stated she did not see the other vehicle and stuck him has he passed by.
AC20-0016843,CT,0,0,0,0,10/22/20 8:07,S Buckley Rd ,E SMOKY HILL RD,Centennial,CO,80015,10,R130,-104.791531,39.626099,,860,F,S,3,,,T84,10/22/20 8:07,,1,2,6,0,N,0,N,0,0,1,8,,8,3,4,1,2,DRY,1,FOG,,,,,,,,,3,1,N,CARELESS DRIVING,141,0,1,1,0,B,1,A,1,B,0,0,0,0,,,,,,,,,1,1,1,0,0,N,5,7,1,40,20,17,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,,TU1 CROSSING BUCKLEY RD EAST TO WEST GOING BETWEEN SHOPPING CENTERS.&nbsp; TU2 S/B ON BUCKLEY RD.&nbsp; TU1 STATED SHE DIDN'T SEE TU2 COMING AND THEY COLLIDED.&nbsp; TU1 NO INJURIES REPORTED.&nbsp; TU2 TRANSPORTED FOR HEAD/BACK PAIN.
AC20-0016843,CT,0,0,0,0,10/22/20 8:07,S Buckley Rd ,E SMOKY HILL RD,Centennial,CO,80015,10,R130,-104.791531,39.626099,,860,F,S,3,,,T84,10/22/20 8:07,,1,2,6,0,N,0,N,0,0,1,8,,8,3,4,1,2,DRY,1,FOG,,,,,,,,,3,2,N,,,0,1,3,0,B,3,A,1,A,0,0,0,1,,,,,,,,,2,1,1,0,0,N,9,5,1,40,35,0,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,,TU1 CROSSING BUCKLEY RD EAST TO WEST GOING BETWEEN SHOPPING CENTERS.&nbsp; TU2 S/B ON BUCKLEY RD.&nbsp; TU1 STATED SHE DIDN'T SEE TU2 COMING AND THEY COLLIDED.&nbsp; TU1 NO INJURIES REPORTED.&nbsp; TU2 TRANSPORTED FOR HEAD/BACK PAIN.
AC20-0016866,CT,0,0,0,0,10/22/20 11:44,13000 E ARAPAHOE RD,,Centennial,CO,80112,10,CT_CT4_42_4202,-104.8371384,39.59499106,,,,,2,88,,T87,10/22/20 11:44,10,1,2,4,0,,0,,,0,1,7,,7,3,4,2,2,DRY,1,FOG,,,,,,,,,3,1,N,Following Too Closely ,142,0,1,1,0,B,1,A,3,B,0,0,0,0,,,,,,,,,1,1,1,0,0,Y,5,7,1,55,,13,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,ORIGINAL REPORT,<p>V1 and V2 was WB E Arapahoe Road. V2 had to come to a sudden stop due to a box truck in front of her that came to a stop. Driver of V1 was unable to stop and rear ended V2. Driver of V1 said that V2 changed lanes directly in front of her and she could not stop. Driver of V2 said that he did not change lanes and just came to stop behind the box truck and then was rear ended. There was damage&nbsp; square across the front of V1 and all the way across the rear of V2 indicating that V2 was established in front of V1 before being rear ended. Driver of V2 was transported by South Metro Rescue to Centennial Medical for evaluation as she had neck and back pain and previous injuries.&nbsp;</p><p></p><p></p><p></p><p></p><p></p><p></p><p></p>
AC20-0016866,CT,0,0,0,0,10/22/20 11:44,13000 E ARAPAHOE RD,,Centennial,CO,80112,10,CT_CT4_42_4202,-104.8371384,39.59499106,,,,,2,88,,T87,10/22/20 11:44,10,1,2,4,0,,0,,,0,1,7,,7,3,4,2,2,DRY,1,FOG,,,,,,,,,3,2,N,,,0,1,0,0,B,1,A,1,A,0,0,0,1,,,,,,,,,2,1,1,0,0,Y,9,7,3,55,,0,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,ORIGINAL REPORT,<p>V1 and V2 was WB E Arapahoe Road. V2 had to come to a sudden stop due to a box truck in front of her that came to a stop. Driver of V1 was unable to stop and rear ended V2. Driver of V1 said that V2 changed lanes directly in front of her and she could not stop. Driver of V2 said that he did not change lanes and just came to stop behind the box truck and then was rear ended. There was damage&nbsp; square across the front of V1 and all the way across the rear of V2 indicating that V2 was established in front of V1 before being rear ended. Driver of V2 was transported by South Metro Rescue to Centennial Medical for evaluation as she had neck and back pain and previous injuries.&nbsp;</p><p></p><p></p><p></p><p></p><p></p><p></p><p></p>
AC20-0016886,CT,0,0,0,0,10/22/20 17:25,E County Line Rd, S Yosemite St,Centennial,CO,80112,10,R506,-104.885691,39.566093,,,,,3,,,T81,10/22/20 17:25,10,1,2,3,0,N,0,,,0,1,7,,7,3,1,1,2,WET,3,RAIN,,,,,,,,,3,1,N,CARELESS DRIVING,141,0,1,0,0,B,1,A,1,A,0,0,0,0,,,,,,,,,1,1,1,0,0,Y,5,7,1,45,25,17,DISTRACTED/OTHER,,NONE,,,ORIGINAL REPORT,"TU #2 WAS WB STOPPED IN THE #1 LANE AT THE INTERSECTION OF E COUNTY LINE RD AND S YOSEMITE ST.&nbsp; TU#1 WAS ALSO IN THE #1 LANE WB APPROACHING THE SAME INTERSECTION.&nbsp; THE DRIVER FOR TU#1 THOUGHT THE LIGHT FOR WB TRAFFIC WAS GREEN.&nbsp; WHEN SHE REALIZED IT WAS RED SHE ATTEMPTED TO STOP BUT WAS UNABLE TO STOP IN TIME TO PREVENT THE FRONT TO REAR CRASH.&nbsp; THE DRIVER FOR TU#1 ADMITTED TO THIS ACCOUNT AND ADVISED SHE WAS DISTRACTED, BUT DIDN'T CLARIFY WHAT SHE WAS DISTRACTED BY.&nbsp;"
AC20-0016886,CT,0,0,0,0,10/22/20 17:25,E County Line Rd, S Yosemite St,Centennial,CO,80112,10,R506,-104.885691,39.566093,,,,,3,,,T81,10/22/20 17:25,10,1,2,3,0,N,0,,,0,1,7,,7,3,1,1,2,WET,3,RAIN,,,,,,,,,3,2,N,,,0,1,1,0,B,1,A,1,A,0,0,0,0,,,,,,,,,2,1,2,0,0,N,9,7,3,45,0,0,NO APPARENT CONTRIBUTING FACTOR,,NONE,,,ORIGINAL REPORT,"TU #2 WAS WB STOPPED IN THE #1 LANE AT THE INTERSECTION OF E COUNTY LINE RD AND S YOSEMITE ST.&nbsp; TU#1 WAS ALSO IN THE #1 LANE WB APPROACHING THE SAME INTERSECTION.&nbsp; THE DRIVER FOR TU#1 THOUGHT THE LIGHT FOR WB TRAFFIC WAS GREEN.&nbsp; WHEN SHE REALIZED IT WAS RED SHE ATTEMPTED TO STOP BUT WAS UNABLE TO STOP IN TIME TO PREVENT THE FRONT TO REAR CRASH.&nbsp; THE DRIVER FOR TU#1 ADMITTED TO THIS ACCOUNT AND ADVISED SHE WAS DISTRACTED, BUT DIDN'T CLARIFY WHAT SHE WAS DISTRACTED BY.&nbsp;"
